day,series,demand,received,opening,served,lost,closing,order,target
0,61,0.0,0.0,297.4455821917809,0.0,0.0,297.4455821917809,0.0,241.5035962032639
0,62,199.0,0.0,363.9398287671233,199.0,0.0,164.9398287671233,339.45641342176873,504.396242188892
0,63,0.0,0.0,454.9069863013698,0.0,0.0,454.9069863013698,0.0,396.9022552967843
0,64,449.39,0.0,351.72698630136995,351.72698630136995,97.66301369863004,0.0,565.3223202370197,565.3223202370197
0,65,292.2,0.0,343.8869863013699,292.2,0.0,51.68698630136993,357.11532923124633,408.80231553261626
0,66,0.0,0.0,407.6145547945206,0.0,0.0,407.6145547945206,58.57388498890111,466.1884397834217
0,67,0.0,0.0,476.1551027397259,0.0,0.0,476.1551027397259,0.0,442.30200669265867
0,68,0.0,0.0,430.29191780821895,0.0,0.0,430.29191780821895,0.0,292.3888727252747
0,69,0.0,0.0,278.01890410958913,0.0,0.0,278.01890410958913,106.81196760025807,384.8308717098472
0,70,0.0,0.0,532.8097945205478,0.0,0.0,532.8097945205478,120.72439538934236,653.5341899098902
0,71,0.0,0.0,206.50311643835613,0.0,0.0,206.50311643835613,119.80253925520475,326.3056556935609
0,72,0.0,0.0,470.0392123287671,0.0,0.0,470.0392123287671,0.0,451.1595192543924
0,73,0.0,0.0,393.43020547945207,0.0,0.0,393.43020547945207,0.0,331.1513902280714
0,74,107.93,0.0,427.86421232876705,107.93,0.0,319.93421232876705,135.56765777010975,455.5018700988768
0,75,0.0,0.0,419.05044520547926,0.0,0.0,419.05044520547926,52.38124272475062,471.4316879302299
0,76,0.0,0.0,300.4021232876712,0.0,0.0,300.4021232876712,286.7234309198103,587.1255542074815
0,77,0.0,0.0,389.77486301369856,0.0,0.0,389.77486301369856,0.0,116.49005294496399
0,78,577.87,0.0,259.3933904109589,259.3933904109589,318.4766095890411,0.0,284.1192197597182,284.1192197597182
0,79,0.0,0.0,330.1576369863013,0.0,0.0,330.1576369863013,0.0,219.56369550267294
0,80,173.5,0.0,403.9877397260275,173.5,0.0,230.48773972602748,268.80866828404294,499.2964080100704
0,81,384.22,0.0,432.53695205479454,384.22,0.0,48.31695205479451,415.7894809233677,464.1064329781622
0,82,0.0,0.0,390.9296232876712,0.0,0.0,390.9296232876712,50.450965326555206,441.3805886142264
0,83,0.0,0.0,256.84510273972603,0.0,0.0,256.84510273972603,350.38599632987507,607.2310990696011
0,84,0.0,0.0,376.2492808219178,0.0,0.0,376.2492808219178,20.57058508754642,396.8198659094642
0,85,0.0,0.0,265.6598287671234,0.0,0.0,265.6598287671234,0.0,222.58232124179102
0,86,0.0,0.0,503.9685958904107,0.0,0.0,503.9685958904107,176.6676896472585,680.6362855376692
0,87,0.0,0.0,269.4978424657534,0.0,0.0,269.4978424657534,147.5915851738369,417.0894276395903
0,88,0.0,0.0,504.29510273972596,0.0,0.0,504.29510273972596,21.798561559388645,526.0936642991146
0,89,0.0,0.0,358.29476027397266,0.0,0.0,358.29476027397266,0.1778882634144452,358.4726485373871
0,90,0.0,0.0,503.18133561643833,0.0,0.0,503.18133561643833,200.98968917834793,704.1710247947863
0,91,0.0,0.0,436.5981506849317,0.0,0.0,436.5981506849317,133.0945548902477,569.6927055751794
0,92,0.0,0.0,451.02246575342457,0.0,0.0,451.02246575342457,2.0371206099828782,453.05958636340745
0,93,0.0,0.0,385.8469520547945,0.0,0.0,385.8469520547945,24.391508233335117,410.2384602881296
0,94,313.91,0.0,276.4630821917808,276.4630821917808,37.44691780821921,0.0,378.23408689558227,378.23408689558227
0,95,0.0,0.0,271.58202054794526,0.0,0.0,271.58202054794526,76.83457532287389,348.41659587081915
1,0,0.0,0.0,225.44938356164386,0.0,0.0,225.44938356164386,0.0,281.01802338339974
1,1,0.0,0.0,509.6604109589041,0.0,0.0,509.6604109589041,0.0,423.68522478525585
1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.5369216924429
1,3,0.0,0.0,241.21928082191778,0.0,0.0,241.21928082191778,0.0,267.2735305643938
1,4,0.0,0.0,302.6339726027396,0.0,0.0,302.6339726027396,0.0,578.9670890909325
1,5,0.0,0.0,424.828801369863,0.0,0.0,424.828801369863,0.0,337.0165259706679
1,6,0.0,0.0,486.7493150684934,0.0,0.0,486.7493150684934,0.0,337.9707023090401
1,7,0.0,0.0,347.7283561643836,0.0,0.0,347.7283561643836,0.0,265.74223673467066
1,8,0.0,0.0,377.5047260273973,0.0,0.0,377.5047260273973,0.0,386.70533445040894
1,9,0.0,0.0,465.06106164383544,0.0,0.0,465.06106164383544,0.0,499.5963490765678
1,10,0.0,0.0,452.51907534246584,0.0,0.0,452.51907534246584,0.0,433.51487305703483
1,11,0.0,0.0,289.2730821917808,0.0,0.0,289.2730821917808,0.0,487.47616011007847
1,12,0.0,0.0,386.6066438356164,0.0,0.0,386.6066438356164,0.0,548.8245309186659
1,13,0.0,0.0,467.8044863013699,0.0,0.0,467.8044863013699,0.0,571.300642915773
1,14,515.95,0.0,423.9286301369862,423.9286301369862,92.02136986301383,0.0,436.15542951789314,436.15542951789314
1,15,0.0,0.0,370.4582191780823,0.0,0.0,370.4582191780823,0.0,183.73220462672086
1,16,0.0,0.0,372.61815068493144,0.0,0.0,372.61815068493144,0.0,598.6553330497641
1,17,561.66,0.0,440.7528424657535,440.7528424657535,120.9071575342465,0.0,520.9899853228964,621.7376670017487
1,18,0.0,0.0,363.7329452054794,0.0,0.0,363.7329452054794,0.0,368.85643321397816
1,19,0.0,0.0,339.1046917808219,0.0,0.0,339.1046917808219,0.0,292.83795229509553
1,20,0.0,0.0,382.2246917808219,0.0,0.0,382.2246917808219,0.0,486.09579333895556
1,21,309.68,0.0,217.15965753424652,217.15965753424652,92.52034246575349,0.0,261.39965753424644,332.97143119284834
1,22,0.0,0.0,191.78315068493157,0.0,0.0,191.78315068493157,0.0,583.2073703653984
1,23,0.0,0.0,400.63876712328766,0.0,0.0,400.63876712328766,0.0,400.82414575760686
1,24,0.0,0.0,420.8831506849314,0.0,0.0,420.8831506849314,0.0,200.38452513748666
1,25,309.71,0.0,9.702739726027403,9.702739726027403,300.0072602739726,0.0,53.9470254403131,440.5344996622054
1,26,0.0,0.0,433.2189726027399,0.0,0.0,433.2189726027399,0.0,563.6361537287637
1,27,0.0,0.0,324.58712328767126,0.0,0.0,324.58712328767126,0.0,411.67961962307146
1,28,0.0,0.0,357.3754109589041,0.0,0.0,357.3754109589041,0.0,622.2451115830628
1,29,0.0,0.0,292.1207876712329,0.0,0.0,292.1207876712329,0.0,397.1151291903913
1,30,0.0,0.0,408.68301369863025,0.0,0.0,408.68301369863025,0.0,331.1664465973943
1,31,0.0,0.0,575.8559589041095,0.0,0.0,575.8559589041095,0.0,671.4796961235978
1,32,0.0,0.0,110.13071917808242,0.0,0.0,110.13071917808242,0.0,554.0452473255891
1,33,0.0,0.0,332.5119863013699,0.0,0.0,332.5119863013699,0.0,292.8146854422369
1,34,0.0,0.0,484.3216095890409,0.0,0.0,484.3216095890409,0.0,331.48944001065666
1,35,0.0,0.0,392.25914383561656,0.0,0.0,392.25914383561656,0.0,566.3830545380878
1,36,274.56,0.0,556.6009246575342,274.56,0.0,282.04092465753416,290.93,691.7320826017963
1,37,0.0,0.0,367.40099315068494,0.0,0.0,367.40099315068494,0.0,382.92228948137665
1,38,0.0,0.0,453.86154109589035,0.0,0.0,453.86154109589035,0.0,362.0323802578101
1,39,326.71,0.0,333.2752739726027,326.71,0.0,6.565273972602711,328.8496432072655,335.4149171798682
1,40,0.0,0.0,363.6351369863013,0.0,0.0,363.6351369863013,0.0,435.56742264795326
1,41,0.0,0.0,342.41434931506853,0.0,0.0,342.41434931506853,0.0,323.37354954296666
1,42,0.0,0.0,271.86130136986304,0.0,0.0,271.86130136986304,0.0,479.91790445821357
1,43,0.0,0.0,137.6973630136987,0.0,0.0,137.6973630136987,0.0,510.8924897657877
1,44,0.0,0.0,156.5472945205479,0.0,0.0,156.5472945205479,0.0,395.8516125415339
1,45,0.0,0.0,535.524212328767,0.0,0.0,535.524212328767,0.0,610.0510957570366
1,46,0.0,0.0,423.32404109589044,0.0,0.0,423.32404109589044,0.0,326.5422953047816
1,47,452.99,0.0,388.81476027397264,388.81476027397264,64.17523972602737,0.0,453.5276174168298,627.872617148373
1,48,228.72,0.0,300.9362328767123,228.72,0.0,72.21623287671233,177.86857142857139,639.1532689006985
1,49,0.0,0.0,338.29465753424654,0.0,0.0,338.29465753424654,0.0,522.9638377574919
1,50,0.0,0.0,404.66832191780827,0.0,0.0,404.66832191780827,0.0,476.09310006330463
1,51,0.0,0.0,245.63647260273976,0.0,0.0,245.63647260273976,0.0,319.9326715847887
1,52,0.0,0.0,465.3753424657534,0.0,0.0,465.3753424657534,0.0,368.37731326439143
1,53,0.0,0.0,310.62667808219175,0.0,0.0,310.62667808219175,0.0,340.73551237708176
1,54,0.0,0.0,468.955410958904,0.0,0.0,468.955410958904,0.0,643.5269465390544
1,55,0.0,0.0,305.61544520547955,0.0,0.0,305.61544520547955,0.0,290.4449922594987
1,56,0.0,0.0,376.81647260273974,0.0,0.0,376.81647260273974,0.0,343.41758178915995
1,57,0.0,0.0,313.2279452054794,0.0,0.0,313.2279452054794,0.0,511.3124571029639
1,58,0.0,0.0,497.21479452054797,0.0,0.0,497.21479452054797,0.0,402.3316570891947
1,59,259.73,0.0,482.4107534246574,259.73,0.0,222.68075342465738,253.61012582026734,476.2908792449247
1,60,0.0,0.0,430.6970547945208,0.0,0.0,430.6970547945208,0.0,564.8777455778213
1,61,0.0,0.0,297.4455821917809,0.0,0.0,297.4455821917809,0.0,241.5035962032639
1,62,0.0,0.0,164.9398287671233,0.0,0.0,164.9398287671233,0.0,483.0619564746063
1,63,0.0,0.0,454.9069863013698,0.0,0.0,454.9069863013698,0.0,396.9022552967843
1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.3223202370197
1,65,0.0,0.0,51.68698630136993,0.0,0.0,51.68698630136993,0.0,408.80231553261626
1,66,0.0,0.0,407.6145547945206,0.0,0.0,407.6145547945206,0.0,466.1884397834217
1,67,0.0,0.0,476.1551027397259,0.0,0.0,476.1551027397259,0.0,442.30200669265867
1,68,317.02,0.0,430.29191780821895,317.02,0.0,113.27191780821897,224.4055263456272,337.6774441538462
1,69,0.0,0.0,278.01890410958913,0.0,0.0,278.01890410958913,0.0,308.2508717098472
1,70,0.0,0.0,532.8097945205478,0.0,0.0,532.8097945205478,0.0,653.5341899098902
1,71,0.0,0.0,206.50311643835613,0.0,0.0,206.50311643835613,0.0,326.3056556935609
1,72,0.0,0.0,470.0392123287671,0.0,0.0,470.0392123287671,0.0,451.1595192543924
1,73,0.0,0.0,393.43020547945207,0.0,0.0,393.43020547945207,0.0,331.1513902280714
1,74,0.0,0.0,319.93421232876705,0.0,0.0,319.93421232876705,0.0,416.7890129560197
1,75,0.0,0.0,419.05044520547926,0.0,0.0,419.05044520547926,0.0,471.4316879302299
1,76,0.0,0.0,300.4021232876712,0.0,0.0,300.4021232876712,0.0,587.1255542074815
1,77,0.0,0.0,389.77486301369856,0.0,0.0,389.77486301369856,0.0,116.49005294496399
1,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.1192197597182
1,79,0.0,0.0,330.1576369863013,0.0,0.0,330.1576369863013,0.0,219.56369550267294
1,80,0.0,0.0,230.48773972602748,0.0,0.0,230.48773972602748,0.0,499.2964080100704
1,81,0.0,0.0,48.31695205479451,0.0,0.0,48.31695205479451,0.0,464.1064329781622
1,82,347.61,0.0,390.9296232876712,347.61,0.0,43.31962328767116,397.2685714285714,491.0391600427978
1,83,0.0,0.0,256.84510273972603,0.0,0.0,256.84510273972603,0.0,457.40681335531536
1,84,0.0,0.0,376.2492808219178,0.0,0.0,376.2492808219178,0.0,396.8198659094642
1,85,0.0,0.0,265.6598287671234,0.0,0.0,265.6598287671234,0.0,222.58232124179102
1,86,551.63,0.0,503.9685958904107,503.9685958904107,47.661404109589284,0.0,582.7728816046965,759.440571251955
1,87,427.95,0.0,269.4978424657534,269.4978424657534,158.45215753424657,0.0,330.6335567514678,478.2251419253047
1,88,0.0,0.0,504.29510273972596,0.0,0.0,504.29510273972596,0.0,526.0936642991146
1,89,0.0,0.0,358.29476027397266,0.0,0.0,358.29476027397266,0.0,358.4726485373871
1,90,0.0,0.0,503.18133561643833,0.0,0.0,503.18133561643833,0.0,704.1710247947863
1,91,203.76,0.0,436.5981506849317,203.76,0.0,232.8381506849317,232.86857142857139,598.8012770037508
1,92,0.0,0.0,451.02246575342457,0.0,0.0,451.02246575342457,0.0,453.05958636340745
1,93,0.0,0.0,385.8469520547945,0.0,0.0,385.8469520547945,0.0,349.8527460024153
1,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.23408689558227
1,95,0.0,0.0,271.58202054794526,0.0,0.0,271.58202054794526,0.0,348.41659587081915
2,0,0.0,55.56863982175588,281.01802338339974,0.0,0.0,281.01802338339974,0.0,281.01802338339974
2,1,0.0,0.0,509.6604109589041,0.0,0.0,509.6604109589041,0.0,423.68522478525585
2,2,0.0,800.5369216924429,800.5369216924429,0.0,0.0,800.5369216924429,0.0,764.3612074067286
2,3,0.0,26.05424974247603,267.2735305643938,0.0,0.0,267.2735305643938,0.0,267.2735305643938
2,4,0.0,358.42311648819293,661.0570890909325,0.0,0.0,661.0570890909325,0.0,578.9670890909325
2,5,0.0,0.0,424.828801369863,0.0,0.0,424.828801369863,0.0,337.0165259706679
2,6,557.91,0.0,486.7493150684934,486.7493150684934,71.16068493150658,0.0,417.67213088046867,417.67213088046867
2,7,0.0,0.0,347.7283561643836,0.0,0.0,347.7283561643836,0.0,265.74223673467066
2,8,0.0,9.200608423011658,386.70533445040894,0.0,0.0,386.70533445040894,0.0,356.6496201646946
2,9,0.0,34.53528743273233,499.5963490765678,0.0,0.0,499.5963490765678,0.0,499.5963490765678
2,10,0.0,0.0,452.51907534246584,0.0,0.0,452.51907534246584,0.0,433.51487305703483
2,11,0.0,198.20307791829765,487.47616011007847,0.0,0.0,487.47616011007847,0.0,403.15044582436417
2,12,0.0,219.4364585116209,606.0431023472373,0.0,0.0,606.0431023472373,0.0,481.11310234723726
2,13,0.0,125.47758518583174,593.2820714872016,0.0,0.0,593.2820714872016,0.0,571.300642915773
2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.15542951789314
2,15,0.0,0.0,370.4582191780823,0.0,0.0,370.4582191780823,0.0,183.73220462672086
2,16,0.0,226.03718236483263,598.6553330497641,0.0,0.0,598.6553330497641,0.0,536.2596187640498
2,17,0.0,100.74768167885236,100.74768167885236,0.0,0.0,100.74768167885236,0.0,621.7376670017487
2,18,0.0,66.31491657992734,430.0478617854067,0.0,0.0,430.0478617854067,0.0,368.85643321397816
2,19,0.0,0.0,339.1046917808219,0.0,0.0,339.1046917808219,0.0,248.48652372366695
2,20,324.34,103.87110155813366,486.09579333895556,324.34,0.0,161.75579333895558,370.67428571428565,532.4300790532412
2,21,0.0,71.57177365860187,71.57177365860187,0.0,0.0,71.57177365860187,0.0,332.97143119284834
2,22,0.0,444.1742196804669,635.9573703653984,0.0,0.0,635.9573703653984,0.0,583.2073703653984
2,23,0.0,57.495378634319195,458.13414575760686,0.0,0.0,458.13414575760686,0.0,400.82414575760686
2,24,0.0,0.0,420.8831506849314,0.0,0.0,420.8831506849314,0.0,200.38452513748666
2,25,0.0,386.5874742218923,386.5874742218923,0.0,0.0,386.5874742218923,0.0,440.5344996622054
2,26,0.0,178.71003826888102,611.9290108716209,0.0,0.0,611.9290108716209,0.0,563.6361537287637
2,27,0.0,87.0924963354002,411.67961962307146,0.0,0.0,411.67961962307146,0.0,411.67961962307146
2,28,540.24,264.86970062415867,622.2451115830628,540.24,0.0,82.00511158306279,617.417142857143,699.4222544402057
2,29,518.12,104.99434151915841,397.1151291903913,397.1151291903913,121.00487080960869,0.0,471.1322720475342,471.1322720475342
2,30,258.86,0.0,408.68301369863025,258.86,0.0,149.82301369863023,218.3234328987641,368.14644659739434
2,31,0.0,95.62373721948836,671.4796961235978,0.0,0.0,671.4796961235978,0.0,671.4796961235978
2,32,0.0,443.9145281475067,554.0452473255891,0.0,0.0,554.0452473255891,0.0,554.0452473255891
2,33,532.54,0.0,332.5119863013699,332.5119863013699,200.02801369863005,0.0,368.89182829937977,368.89182829937977
2,34,0.0,0.0,484.3216095890409,0.0,0.0,484.3216095890409,0.0,331.48944001065666
2,35,0.0,174.12391070247122,566.3830545380878,0.0,0.0,566.3830545380878,0.0,566.3830545380878
2,36,0.0,118.7611579442621,400.80208260179626,0.0,0.0,400.80208260179626,0.0,633.0606540303677
2,37,0.0,15.521296330691712,382.92228948137665,0.0,0.0,382.92228948137665,0.0,365.15228948137667
2,38,0.0,0.0,453.86154109589035,0.0,0.0,453.86154109589035,0.0,362.0323802578101
2,39,0.0,0.0,6.565273972602711,0.0,0.0,6.565273972602711,0.0,335.4149171798682
2,40,0.0,71.93228566165197,435.56742264795326,0.0,0.0,435.56742264795326,0.0,435.56742264795326
2,41,0.0,0.0,342.41434931506853,0.0,0.0,342.41434931506853,0.0,323.37354954296666
2,42,0.0,208.05660308835053,479.91790445821357,0.0,0.0,479.91790445821357,0.0,479.91790445821357
2,43,0.0,373.195126752089,510.8924897657877,0.0,0.0,510.8924897657877,0.0,510.8924897657877
2,44,0.0,239.304318020986,395.8516125415339,0.0,0.0,395.8516125415339,0.0,395.8516125415339
2,45,0.0,74.52688342826957,610.0510957570366,0.0,0.0,610.0510957570366,0.0,573.0810957570366
2,46,0.0,0.0,423.32404109589044,0.0,0.0,423.32404109589044,0.0,326.5422953047816
2,47,535.92,174.34499973154323,174.34499973154323,174.34499973154323,361.57500026845673,0.0,250.90499973154328,704.4326171483731
2,48,0.0,389.06846459541487,461.28469747212716,0.0,0.0,461.28469747212716,0.0,639.1532689006985
2,49,392.98,184.66918022324535,522.9638377574919,392.98,0.0,129.98383775749187,449.12,579.1038377574919
2,50,465.51,71.42477814549636,476.09310006330463,465.51,0.0,10.583100063304641,532.0114285714286,542.5945286347333
2,51,0.0,96.50334183919179,342.13981444193155,0.0,0.0,342.13981444193155,0.0,319.9326715847887
2,52,0.0,0.0,465.3753424657534,0.0,0.0,465.3753424657534,0.0,368.37731326439143
2,53,0.0,30.108834294890016,340.73551237708176,0.0,0.0,340.73551237708176,0.0,340.73551237708176
2,54,0.0,174.5715355801504,643.5269465390544,0.0,0.0,643.5269465390544,0.0,581.2112322533401
2,55,0.0,0.0,305.61544520547955,0.0,0.0,305.61544520547955,0.0,290.4449922594987
2,56,0.0,0.0,376.81647260273974,0.0,0.0,376.81647260273974,0.0,343.41758178915995
2,57,154.93,198.0845118974845,511.3124571029639,154.93,0.0,356.3824571029639,177.06285714285713,533.445314245821
2,58,0.0,0.0,497.21479452054797,0.0,0.0,497.21479452054797,0.0,402.3316570891947
2,59,0.0,0.0,222.68075342465738,0.0,0.0,222.68075342465738,0.0,476.2908792449247
2,60,0.0,134.18069078330052,564.8777455778213,0.0,0.0,564.8777455778213,0.0,534.9977455778212
2,61,0.0,0.0,297.4455821917809,0.0,0.0,297.4455821917809,0.0,241.5035962032639
2,62,0.0,339.45641342176873,504.396242188892,0.0,0.0,504.396242188892,0.0,483.0619564746063
2,63,0.0,0.0,454.9069863013698,0.0,0.0,454.9069863013698,0.0,350.1322552967843
2,64,0.0,565.3223202370197,565.3223202370197,0.0,0.0,565.3223202370197,0.0,565.3223202370197
2,65,765.39,357.11532923124633,408.80231553261626,408.80231553261626,356.5876844673837,0.0,518.1437441040448,518.1437441040448
2,66,0.0,58.57388498890111,466.1884397834217,0.0,0.0,466.1884397834217,0.0,466.1884397834217
2,67,0.0,0.0,476.1551027397259,0.0,0.0,476.1551027397259,0.0,442.30200669265867
2,68,0.0,0.0,113.27191780821897,0.0,0.0,113.27191780821897,0.0,337.6774441538462
2,69,0.0,106.81196760025807,384.8308717098472,0.0,0.0,384.8308717098472,0.0,308.2508717098472
2,70,419.71,120.72439538934236,653.5341899098902,419.71,0.0,233.8241899098902,479.6685714285714,713.4927613384616
2,71,0.0,119.80253925520475,326.3056556935609,0.0,0.0,326.3056556935609,0.0,326.3056556935609
2,72,0.0,0.0,470.0392123287671,0.0,0.0,470.0392123287671,0.0,451.1595192543924
2,73,0.0,0.0,393.43020547945207,0.0,0.0,393.43020547945207,0.0,331.1513902280714
2,74,0.0,135.56765777010975,455.5018700988768,0.0,0.0,455.5018700988768,0.0,416.7890129560197
2,75,0.0,52.38124272475062,471.4316879302299,0.0,0.0,471.4316879302299,0.0,471.4316879302299
2,76,0.0,286.7234309198103,587.1255542074815,0.0,0.0,587.1255542074815,0.0,587.1255542074815
2,77,0.0,0.0,389.77486301369856,0.0,0.0,389.77486301369856,0.0,116.49005294496399
2,78,0.0,284.1192197597182,284.1192197597182,0.0,0.0,284.1192197597182,0.0,284.1192197597182
2,79,0.0,0.0,330.1576369863013,0.0,0.0,330.1576369863013,0.0,219.56369550267294
2,80,0.0,268.80866828404294,499.2964080100704,0.0,0.0,499.2964080100704,0.0,499.2964080100704
2,81,0.0,415.7894809233677,464.1064329781622,0.0,0.0,464.1064329781622,0.0,464.1064329781622
2,82,0.0,50.450965326555206,93.77058861422637,0.0,0.0,93.77058861422637,0.0,491.0391600427978
2,83,0.0,350.38599632987507,607.2310990696011,0.0,0.0,607.2310990696011,0.0,457.40681335531536
2,84,0.0,20.57058508754642,396.8198659094642,0.0,0.0,396.8198659094642,0.0,396.8198659094642
2,85,0.0,0.0,265.6598287671234,0.0,0.0,265.6598287671234,0.0,198.3080355275053
