Date Time Served,Bar Name,Alcohol Type,Brand Name,Opening Balance (ml),Purchase (ml),Consumed (ml),Closing Balance (ml),timestamp,balance_error_ml,balance_flag,date,previous_closing_ml,continuity_flag
1/26/2023 15:46,Johnson's Bar,Wine,Sutter Home,1590.0,1114.68,0.0,2710.0,2023-01-26 15:46:00,-5.319999999999709,True,2023-01-26,1591.13,True
1/27/2023 12:06,Anderson's Bar,Beer,Heineken,2780.05,1851.16,461.18,4170.03,2023-01-27 12:06:00,0.0,False,2023-01-27,2780.0,True
1/27/2023 13:31,Smith's Bar,Beer,Budweiser,76.1,1577.37,123.68,1529.76,2023-01-27 13:31:00,0.02999999999974534,True,2023-01-27,76.07,True
1/27/2023 13:32,Brown's Bar,Rum,Malibu,4010.0,0.0,186.41,3820.0,2023-01-27 13:32:00,3.5900000000001455,True,2023-01-27,4008.63,True
1/27/2023 13:45,Thomas's Bar,Wine,Yellow Tail,1250.0,0.0,341.93,912.6,2023-01-27 13:45:00,-4.530000000000086,True,2023-01-27,1254.53,True
1/27/2023 15:33,Brown's Bar,Whiskey,Jameson,2011.53,1084.35,113.01,2980.0,2023-01-27 15:33:00,2.869999999999891,True,2023-01-27,2011.53,False
1/28/2023 17:37,Thomas's Bar,Wine,Barefoot,27.93,1721.8,178.75,1570.98,2023-01-28 17:37:00,0.0,False,2023-01-28,27.9,True
1/28/2023 19:23,Thomas's Bar,Rum,Bacardi,2902.71,0.0,232.44,2670.0,2023-01-28 19:23:00,0.2699999999999818,True,2023-01-28,2902.71,False
1/28/2023 22:19,Brown's Bar,Wine,Barefoot,2395.51,0.0,580.59,1810.0,2023-01-28 22:19:00,4.920000000000073,True,2023-01-28,2395.51,False
1/29/2023 11:02,Brown's Bar,Whiskey,Jameson,2980.0,0.0,202.37,2780.5,2023-01-29 11:02:00,-2.869999999999891,True,2023-01-29,2980.0,False
1/29/2023 14:16,Brown's Bar,Rum,Captain Morgan,2192.22,0.0,120.46,2071.76,2023-01-29 14:16:00,-4.547473508864641e-13,False,2023-01-29,2190.0,True
1/29/2023 16:35,Johnson's Bar,Beer,Coors,1613.59,591.64,512.8,1690.0,2023-01-29 16:35:00,2.4300000000000637,True,2023-01-29,1613.59,False
1/29/2023 17:54,Taylor's Bar,Rum,Malibu,245.45,0.0,111.36,134.09,2023-01-29 17:54:00,-2.842170943040401e-14,False,2023-01-29,245.0,True
1/30/2023 15:37,Johnson's Bar,Rum,Malibu,2640.0,0.0,387.52,2254.56,2023-01-30 15:37:00,-2.0799999999999272,True,2023-01-30,2642.08,True
1/30/2023 18:39,Brown's Bar,Wine,Barefoot,1814.92,0.0,530.17,1284.75,2023-01-30 18:39:00,0.0,False,2023-01-30,1810.0,True
1/30/2023 18:40,Taylor's Bar,Vodka,Absolut,1800.0,0.0,508.57,1290.0,2023-01-30 18:40:00,1.4300000000000637,True,2023-01-30,1802.72,True
1/31/2023 12:07,Smith's Bar,Whiskey,Jim Beam,1700.0,0.0,454.59,1250.0,2023-01-31 12:07:00,-4.589999999999918,True,2023-01-31,1703.79,True
1/31/2023 20:11,Thomas's Bar,Rum,Bacardi,2670.27,0.0,376.66,2293.61,2023-01-31 20:11:00,0.0,False,2023-01-31,2670.0,True
1/31/2023 22:14,Smith's Bar,Rum,Malibu,3640.0,0.0,268.93,3370.0,2023-01-31 22:14:00,1.0700000000001637,True,2023-01-31,3635.05,True
2/1/2023 15:23,Taylor's Bar,Rum,Malibu,134.0,0.0,134.09,0.0,2023-02-01 15:23:00,-0.09000000000000341,True,2023-02-01,134.09,True
2/1/2023 17:52,Thomas's Bar,Whiskey,Jack Daniels,789.61,0.0,394.24,395.0,2023-02-01 17:52:00,0.37000000000000455,True,2023-02-01,790.0,True
2/1/2023 19:26,Smith's Bar,Vodka,Smirnoff,4.55e-13,1167.06,569.14,598.0,2023-02-01 19:26:00,-0.07999999999958618,True,2023-02-01,4.55e-13,False
2/2/2023 15:14,Smith's Bar,Rum,Malibu,3366.12,0.0,335.03,3031.09,2023-02-02 15:14:00,0.0,False,2023-02-02,3370.0,True
2/2/2023 22:52,Brown's Bar,Beer,Budweiser,3090.0,672.94,512.16,3250.0,2023-02-02 22:52:00,0.7800000000002001,True,2023-02-02,3093.35,True
2/4/2023 11:19,Johnson's Bar,Vodka,Smirnoff,2320.0,0.0,104.51,2210.0,2023-02-04 11:19:00,5.489999999999782,True,2023-02-04,2315.12,True
2/4/2023 12:39,Thomas's Bar,Whiskey,Jameson,2.13e-14,1286.57,142.18,1140.0,2023-02-04 12:39:00,4.389999999999873,True,2023-02-04,2.13e-14,False
2/4/2023 15:17,Brown's Bar,Beer,Budweiser,3254.13,0.0,195.48,3058.65,2023-02-04 15:17:00,0.0,False,2023-02-04,3250.0,True
2/4/2023 19:12,Taylor's Bar,Vodka,Smirnoff,755.0,0.0,279.98,474.59,2023-02-04 19:12:00,0.4300000000000068,True,2023-02-04,754.57,True
2/5/2023 10:07,Smith's Bar,Wine,Yellow Tail,3390.0,527.93,399.91,3510.0,2023-02-05 10:07:00,8.019999999999982,True,2023-02-05,3386.81,True
2/5/2023 15:24,Taylor's Bar,Vodka,Absolut,1294.15,0.0,411.9,882.25,2023-02-05 15:24:00,1.1368683772161603e-13,False,2023-02-05,1290.0,True
2/6/2023 11:43,Smith's Bar,Whiskey,Jim Beam,1249.2,0.0,236.1,1013.1,2023-02-06 11:43:00,0.0,False,2023-02-06,1250.0,True
2/6/2023 19:29,Brown's Bar,Rum,Malibu,3822.22,0.0,466.79,3355.43,2023-02-06 19:29:00,0.0,False,2023-02-06,3820.0,True
2/7/2023 10:07,Brown's Bar,Whiskey,Jameson,3954.34,780.49,743.22,3990.0,2023-02-07 10:07:00,1.6099999999996726,True,2023-02-07,3954.34,False
2/7/2023 12:31,Thomas's Bar,Rum,Bacardi,2900.0,0.0,519.15,2380.0,2023-02-07 12:31:00,0.849999999999909,True,2023-02-07,2901.49,True
2/7/2023 12:51,Anderson's Bar,Wine,Sutter Home,4711.89,0.0,246.35,4470.0,2023-02-07 12:51:00,-4.460000000000036,True,2023-02-07,4711.89,False
2/7/2023 17:59,Johnson's Bar,Beer,Coors,1692.43,0.0,1143.32,549.11,2023-02-07 17:59:00,1.1368683772161603e-13,False,2023-02-07,1690.0,True
2/7/2023 18:53,Johnson's Bar,Wine,Sutter Home,2705.81,0.0,630.78,2075.03,2023-02-07 18:53:00,-4.547473508864641e-13,False,2023-02-07,2710.0,True
2/7/2023 19:07,Smith's Bar,Wine,Yellow Tail,3514.83,0.0,393.31,3121.52,2023-02-07 19:07:00,0.0,False,2023-02-07,3510.0,True
2/8/2023 10:49,Johnson's Bar,Whiskey,Jack Daniels,3190.0,0.0,202.78,2980.0,2023-02-08 10:49:00,7.2199999999998,True,2023-02-08,3187.1,True
2/8/2023 12:37,Smith's Bar,Beer,Miller,3800.0,0.0,492.85,3300.0,2023-02-08 12:37:00,7.150000000000091,True,2023-02-08,3797.09,True
2/8/2023 13:28,Anderson's Bar,Wine,Sutter Home,4465.54,0.0,234.71,4230.83,2023-02-08 13:28:00,0.0,False,2023-02-08,4470.0,True
2/8/2023 16:34,Brown's Bar,Whiskey,Jack Daniels,2257.53,921.07,532.96,2650.0,2023-02-08 16:34:00,-4.359999999999673,True,2023-02-08,2257.53,False
2/8/2023 17:37,Smith's Bar,Wine,Sutter Home,2590.0,0.0,480.51,2110.0,2023-02-08 17:37:00,-0.5100000000002183,True,2023-02-08,2585.81,True
2/8/2023 20:12,Thomas's Bar,Whiskey,Jameson,1144.39,0.0,279.13,865.26,2023-02-08 20:12:00,1.1368683772161603e-13,False,2023-02-08,1140.0,True
2/8/2023 21:12,Brown's Bar,Vodka,Grey Goose,4950.0,0.0,590.18,4360.0,2023-02-08 21:12:00,-0.18000000000029104,True,2023-02-08,4954.36,True
2/9/2023 10:42,Taylor's Bar,Wine,Yellow Tail,725.32,1927.13,409.54,2240.0,2023-02-09 10:42:00,2.9100000000003092,True,2023-02-09,725.32,False
2/9/2023 11:27,Brown's Bar,Whiskey,Jameson,3991.61,948.62,108.36,4831.87,2023-02-09 11:27:00,9.094947017729282e-13,False,2023-02-09,3990.0,True
2/9/2023 18:08,Smith's Bar,Wine,Sutter Home,2105.3,0.0,514.79,1590.51,2023-02-09 18:08:00,2.2737367544323206e-13,False,2023-02-09,2110.0,True
2/10/2023 11:57,Johnson's Bar,Vodka,Smirnoff,2210.61,0.0,122.36,2088.25,2023-02-10 11:57:00,0.0,False,2023-02-10,2210.0,True
2/10/2023 17:05,Brown's Bar,Whiskey,Jack Daniels,2645.64,730.72,546.49,2829.87,2023-02-10 17:05:00,0.0,False,2023-02-10,2650.0,True
2/10/2023 17:57,Anderson's Bar,Vodka,Smirnoff,3700.0,1183.31,532.89,4350.0,2023-02-10 17:57:00,0.41999999999916326,True,2023-02-10,3703.36,True
2/12/2023 10:09,Thomas's Bar,Rum,Captain Morgan,298.0,0.0,290.88,6.94,2023-02-12 10:09:00,0.18000000000000416,True,2023-02-12,297.82,True
2/12/2023 10:12,Smith's Bar,Rum,Malibu,6161.0,0.0,293.04,5870.0,2023-02-12 10:12:00,-2.0399999999999636,True,2023-02-12,6161.0,False
2/12/2023 10:19,Johnson's Bar,Wine,Sutter Home,1970.0,1998.32,384.17,3580.0,2023-02-12 10:19:00,4.149999999999636,True,2023-02-12,1965.34,True
2/12/2023 12:38,Thomas's Bar,Whiskey,Jack Daniels,395.37,0.0,395.37,1.14e-13,2023-02-12 12:38:00,-1.14e-13,False,2023-02-12,395.0,True
2/12/2023 13:46,Anderson's Bar,Vodka,Smirnoff,4350.0,0.0,322.57,4030.0,2023-02-12 13:46:00,-2.5700000000001637,True,2023-02-12,4350.0,False
2/12/2023 15:02,Thomas's Bar,Vodka,Absolut,2896.0,0.0,383.56,2510.0,2023-02-12 15:02:00,2.4400000000000546,True,2023-02-12,2896.0,False
2/13/2023 10:42,Thomas's Bar,Rum,Bacardi,2382.34,0.0,152.21,2230.13,2023-02-13 10:42:00,0.0,False,2023-02-13,2380.0,True
2/13/2023 12:56,Anderson's Bar,Vodka,Smirnoff,4031.21,749.59,253.37,4527.43,2023-02-13 12:56:00,0.0,False,2023-02-13,4030.0,True
2/13/2023 15:11,Taylor's Bar,Whiskey,Jack Daniels,1520.0,845.42,385.16,1980.0,2023-02-13 15:11:00,0.2599999999999909,True,2023-02-13,1517.61,True
2/13/2023 18:30,Johnson's Bar,Whiskey,Jim Beam,1360.0,0.0,506.23,858.0,2023-02-13 18:30:00,-4.230000000000018,True,2023-02-13,1364.42,True
2/13/2023 19:36,Brown's Bar,Vodka,Grey Goose,4364.18,1931.4,333.46,5962.12,2023-02-13 19:36:00,0.0,False,2023-02-13,4360.0,True
2/13/2023 20:14,Taylor's Bar,Vodka,Absolut,8.53e-14,1190.44,520.12,670.0,2023-02-13 20:14:00,0.32000000000005,True,2023-02-13,8.53e-14,False
2/14/2023 13:02,Johnson's Bar,Whiskey,Jim Beam,858.19,0.0,133.33,724.86,2023-02-14 13:02:00,0.0,False,2023-02-14,858.0,True
2/14/2023 15:46,Taylor's Bar,Beer,Coors,996.0,0.0,401.79,593.81,2023-02-14 15:46:00,0.40000000000009095,True,2023-02-14,995.6,True
2/14/2023 17:04,Taylor's Bar,Whiskey,Jack Daniels,1977.87,0.0,310.44,1667.43,2023-02-14 17:04:00,-2.2737367544323206e-13,False,2023-02-14,1980.0,True
2/15/2023 11:19,Smith's Bar,Vodka,Smirnoff,597.92,0.0,130.79,467.13,2023-02-15 11:19:00,0.0,False,2023-02-15,598.0,True
2/15/2023 13:41,Smith's Bar,Beer,Heineken,5940.0,0.0,595.24,5350.0,2023-02-15 13:41:00,-5.239999999999782,True,2023-02-15,5942.49,True
2/15/2023 17:23,Thomas's Bar,Vodka,Smirnoff,300.0,0.0,299.95,5.68e-14,2023-02-15 17:23:00,0.04999999999995457,True,2023-02-15,299.95,True
2/15/2023 19:53,Taylor's Bar,Vodka,Absolut,670.32,0.0,319.4,350.92,2023-02-15 19:53:00,5.684341886080802e-14,False,2023-02-15,670.0,True
2/15/2023 21:17,Thomas's Bar,Beer,Heineken,3320.0,0.0,239.22,3081.42,2023-02-15 21:17:00,-0.6399999999998727,True,2023-02-15,3320.64,True
2/16/2023 13:20,Smith's Bar,Vodka,Smirnoff,467.0,0.0,436.59,30.5,2023-02-16 13:20:00,-0.08999999999997499,True,2023-02-16,467.13,True
2/16/2023 14:00,Smith's Bar,Beer,Heineken,5347.25,0.0,306.83,5040.42,2023-02-16 14:00:00,0.0,False,2023-02-16,5350.0,True
2/17/2023 10:56,Brown's Bar,Rum,Captain Morgan,2650.0,0.0,580.56,2070.0,2023-02-17 10:56:00,-0.5599999999999454,True,2023-02-17,2648.6,True
2/17/2023 11:43,Taylor's Bar,Wine,Sutter Home,1890.0,0.0,126.03,1760.0,2023-02-17 11:43:00,3.9700000000000273,True,2023-02-17,1890.97,True
2/17/2023 13:20,Anderson's Bar,Beer,Coors,2140.0,0.0,375.89,1762.88,2023-02-17 13:20:00,1.2300000000000182,True,2023-02-17,2138.77,True
2/17/2023 22:32,Johnson's Bar,Wine,Sutter Home,3579.49,0.0,286.03,3293.46,2023-02-17 22:32:00,0.0,False,2023-02-17,3580.0,True
2/17/2023 22:56,Smith's Bar,Vodka,Smirnoff,30.54,0.0,30.54,4.76e-13,2023-02-17 22:56:00,-4.76e-13,False,2023-02-17,30.5,True
2/18/2023 10:57,Taylor's Bar,Wine,Yellow Tail,2242.91,0.0,0.0,2242.91,2023-02-18 10:57:00,0.0,False,2023-02-18,2240.0,True
2/18/2023 13:49,Thomas's Bar,Vodka,Absolut,2512.44,0.0,0.0,2512.44,2023-02-18 13:49:00,0.0,False,2023-02-18,2510.0,True
2/18/2023 16:37,Smith's Bar,Wine,Yellow Tail,3870.0,770.12,0.0,4640.0,2023-02-18 16:37:00,0.11999999999989086,True,2023-02-18,3869.62,True
2/18/2023 18:16,Brown's Bar,Whiskey,Jim Beam,649.68,0.0,0.0,650.0,2023-02-18 18:16:00,-0.32000000000005,True,2023-02-18,649.68,False
2/18/2023 22:27,Taylor's Bar,Vodka,Smirnoff,2337.73,834.48,0.0,3170.0,2023-02-18 22:27:00,2.2100000000000364,True,2023-02-18,2337.73,False
2/19/2023 11:39,Smith's Bar,Wine,Yellow Tail,4639.74,693.74,567.05,4766.43,2023-02-19 11:39:00,-9.094947017729282e-13,False,2023-02-19,4640.0,True
2/19/2023 14:12,Johnson's Bar,Vodka,Absolut,1690.0,782.06,560.41,1910.0,2023-02-19 14:12:00,1.650000000000091,True,2023-02-19,1686.16,True
2/19/2023 16:06,Brown's Bar,Whiskey,Jim Beam,649.68,1564.46,267.61,1946.53,2023-02-19 16:06:00,-2.2737367544323206e-13,False,2023-02-19,650.0,True
2/19/2023 19:04,Smith's Bar,Rum,Malibu,5867.96,0.0,173.01,5694.95,2023-02-19 19:04:00,0.0,False,2023-02-19,5870.0,True
2/19/2023 22:50,Johnson's Bar,Whiskey,Jack Daniels,2984.32,0.0,462.98,2521.34,2023-02-19 22:50:00,0.0,False,2023-02-19,2980.0,True
2/20/2023 22:47,Taylor's Bar,Beer,Budweiser,689.0,1320.5,554.13,1460.0,2023-02-20 22:47:00,-4.630000000000109,True,2023-02-20,689.28,True
2/21/2023 12:33,Brown's Bar,Beer,Heineken,7040.0,0.0,404.14,6640.0,2023-02-21 12:33:00,-4.140000000000327,True,2023-02-21,7044.33,True
2/21/2023 13:06,Johnson's Bar,Whiskey,Jim Beam,725.0,0.0,317.27,408.0,2023-02-21 13:06:00,-0.2699999999999818,True,2023-02-21,724.86,True
2/21/2023 16:25,Taylor's Bar,Wine,Yellow Tail,1780.0,0.0,407.61,1370.34,2023-02-21 16:25:00,2.0499999999999545,True,2023-02-21,1777.95,True
2/21/2023 16:53,Brown's Bar,Rum,Malibu,3880.0,0.0,539.9,3340.0,2023-02-21 16:53:00,0.09999999999990905,True,2023-02-21,3879.9,True
2/22/2023 10:58,Taylor's Bar,Wine,Sutter Home,1764.94,0.0,301.1,1463.84,2023-02-22 10:58:00,2.2737367544323206e-13,False,2023-02-22,1760.0,True
2/22/2023 13:05,Johnson's Bar,Whiskey,Jim Beam,407.59,0.0,407.59,0.0,2023-02-22 13:05:00,0.0,False,2023-02-22,408.0,True
2/22/2023 21:00,Smith's Bar,Vodka,Absolut,278.0,0.0,277.86,0.0,2023-02-22 21:00:00,0.13999999999998636,True,2023-02-22,277.86,True
2/23/2023 15:02,Brown's Bar,Beer,Heineken,6640.19,0.0,444.71,6195.48,2023-02-23 15:02:00,0.0,False,2023-02-23,6640.0,True
2/23/2023 20:46,Taylor's Bar,Beer,Budweiser,1460.0,0.0,379.97,1075.68,2023-02-23 20:46:00,4.349999999999909,True,2023-02-23,1460.0,False
2/23/2023 20:56,Taylor's Bar,Vodka,Smirnoff,3172.21,0.0,518.95,2653.26,2023-02-23 20:56:00,0.0,False,2023-02-23,3170.0,True
2/24/2023 12:39,Thomas's Bar,Whiskey,Jack Daniels,2160.0,0.0,1019.12,1140.0,2023-02-24 12:39:00,0.8800000000001091,True,2023-02-24,2158.03,True
2/24/2023 17:40,Smith's Bar,Beer,Miller,3304.24,0.0,296.41,3007.83,2023-02-24 17:40:00,0.0,False,2023-02-24,3300.0,True
2/25/2023 10:47,Brown's Bar,Beer,Miller,1328.42,0.0,430.78,898.0,2023-02-25 10:47:00,-0.35999999999989996,True,2023-02-25,1328.42,False
2/25/2023 11:08,Johnson's Bar,Beer,Budweiser,2490.0,1739.1,512.98,3710.0,2023-02-25 11:08:00,6.120000000000346,True,2023-02-25,2485.73,True
2/25/2023 14:39,Smith's Bar,Whiskey,Jack Daniels,1400.0,0.0,370.75,1030.0,2023-02-25 14:39:00,-0.75,True,2023-02-25,1400.54,True
2/25/2023 15:03,Smith's Bar,Beer,Coors,3340.0,0.0,133.72,3205.07,2023-02-25 15:03:00,1.2100000000000364,True,2023-02-25,3338.79,True
2/25/2023 22:35,Anderson's Bar,Beer,Miller,2.27e-13,1456.75,441.34,1020.0,2023-02-25 22:35:00,-4.589999999999691,True,2023-02-25,2.27e-13,False
2/25/2023 22:35,Anderson's Bar,Whiskey,Jack Daniels,174.0,0.0,174.32,2.27e-13,2023-02-25 22:35:00,-0.32000000000022016,True,2023-02-25,174.32,True
2/26/2023 10:04,Johnson's Bar,Wine,Yellow Tail,2420.0,0.0,359.89,2060.0,2023-02-26 10:04:00,0.11000000000012733,True,2023-02-26,2418.92,True
2/26/2023 16:47,Smith's Bar,Beer,Coors,3210.0,0.0,390.75,2810.0,2023-02-26 16:47:00,9.25,True,2023-02-26,3205.07,True
2/26/2023 19:42,Smith's Bar,Wine,Sutter Home,1070.0,0.0,432.07,642.46,2023-02-26 19:42:00,-4.529999999999973,True,2023-02-26,1074.53,True
2/26/2023 21:53,Thomas's Bar,Whiskey,Jack Daniels,1138.91,0.0,310.91,828.0,2023-02-26 21:53:00,0.0,False,2023-02-26,1140.0,True
2/27/2023 10:47,Smith's Bar,Whiskey,Jameson,972.0,0.0,146.5,825.28,2023-02-27 10:47:00,0.22000000000002728,True,2023-02-27,971.78,True
2/27/2023 12:34,Johnson's Bar,Beer,Heineken,2170.0,0.0,142.82,2030.0,2023-02-27 12:34:00,-2.8199999999999363,True,2023-02-27,2170.38,True
2/27/2023 15:27,Anderson's Bar,Beer,Miller,1015.41,0.0,572.0,443.41,2023-02-27 15:27:00,-5.684341886080802e-14,False,2023-02-27,1020.0,True
2/27/2023 15:34,Thomas's Bar,Wine,Sutter Home,935.0,0.0,254.65,680.0,2023-02-27 15:34:00,0.35000000000002274,True,2023-02-27,934.57,True
2/27/2023 19:23,Taylor's Bar,Beer,Miller,1445.16,0.0,288.56,1160.0,2023-02-27 19:23:00,-3.3999999999998636,True,2023-02-27,1445.16,False
2/27/2023 22:02,Brown's Bar,Rum,Captain Morgan,2068.04,0.0,411.12,1656.92,2023-02-27 22:02:00,0.0,False,2023-02-27,2070.0,True
2/28/2023 12:14,Thomas's Bar,Wine,Sutter Home,679.92,0.0,548.06,131.86,2023-02-28 12:14:00,0.0,False,2023-02-28,680.0,True
2/28/2023 17:05,Brown's Bar,Beer,Miller,897.64,0.0,215.66,681.98,2023-02-28 17:05:00,0.0,False,2023-02-28,898.0,True
2/28/2023 22:44,Anderson's Bar,Rum,Malibu,1530.0,0.0,465.85,1060.0,2023-02-28 22:44:00,4.150000000000091,True,2023-02-28,1526.01,True
3/1/2023 10:17,Thomas's Bar,Whiskey,Jameson,1100.0,0.0,185.15,917.0,2023-03-01 10:17:00,-2.1499999999999773,True,2023-03-01,1102.34,True
